Start,End,Strand,Gene_ID,Gene_Name
3666357,3668159,+,Rv3285,accA3
3668160,3668168,-,upstream_Rv3286c,upstream_sigF
3668169,3668954,-,Rv3286c,sigF
3668951,3669388,-,Rv3287c,rsbW
3669389,3669585,-,upstream_Rv3288c,upstream_usfY
3669586,3669999,-,Rv3288c,usfY
3670000,3670033,-,upstream_Rv3289c,upstream_Rv3289c
3670034,3670411,-,Rv3289c,Rv3289c
3670412,3670444,-,upstream_Rv3290c,upstream_lat
3670445,3671794,-,Rv3290c,lat
3671795,3671844,-,upstream_Rv3291c,upstream_lrpA
3671845,3672297,-,Rv3291c,lrpA
3672298,3672327,+,upstream_Rv3292,upstream_Rv3292
3672328,3673575,+,Rv3292,Rv3292
3673576,3673601,+,upstream_Rv3293,upstream_pcd
3673602,3675086,+,Rv3293,pcd
3675087,3675185,-,upstream_Rv3294c,upstream_Rv3294c
3675186,3675995,-,Rv3294c,Rv3294c
3675996,3676065,+,upstream_Rv3295,upstream_Rv3295
3676066,3676731,+,Rv3295,Rv3295
3676732,3676774,+,upstream_Rv3296,upstream_lhr
3676775,3681316,+,Rv3296,lhr
3681317,3681319,+,upstream_Rv3297,upstream_nei
3681320,3682087,+,Rv3297,nei
3682088,3682109,-,upstream_Rv3298c,upstream_lpqC
3682110,3683024,-,Rv3298c,lpqC
3683025,3683050,-,upstream_Rv3299c,upstream_atsB
3683051,3685963,-,Rv3299c,atsB
3685964,3685982,-,upstream_Rv3300c,upstream_Rv3300c
3685983,3686900,-,Rv3300c,Rv3300c
3686901,3686911,-,upstream_Rv3301c,upstream_phoY1
3686912,3687577,-,Rv3301c,phoY1
3687578,3687684,-,upstream_Rv3302c,upstream_glpD2
3687685,3689442,-,Rv3302c,glpD2
3689443,3689456,-,upstream_Rv3303c,upstream_lpdA
3689457,3690938,-,Rv3303c,lpdA
3690939,3691140,+,upstream_Rv3304,upstream_Rv3304
3691141,3691620,+,Rv3304,Rv3304
3691621,3691638,-,upstream_Rv3305c,upstream_amiA1
3691639,3692808,-,Rv3305c,amiA1
3692805,3693989,-,Rv3306c,amiB1
3693990,3694053,+,upstream_Rv3307,upstream_deoD
3694054,3694860,+,Rv3307,deoD
3694861,3694863,+,upstream_Rv3308,upstream_pmmB
3694864,3696468,+,Rv3308,pmmB
3696469,3696469,-,upstream_Rv3309c,upstream_upp
3696470,3697093,-,Rv3309c,upp
3697094,3697197,+,upstream_Rv3310,upstream_sapM
3697198,3698097,+,Rv3310,sapM
3698098,3698120,+,upstream_Rv3311,upstream_Rv3311
3698121,3699383,+,Rv3311,Rv3311
3699384,3699403,-,upstream_Rv3312c,upstream_Rv3312c
3699404,3700330,-,Rv3312c,Rv3312c
3700331,3700355,-,upstream_Rv3312b,upstream_Rv3312b
3700356,3700526,-,Rv3312b,Rv3312b
3700527,3700704,-,upstream_Rv3312A,upstream_Rv3312A
3700705,3701016,-,Rv3312A,Rv3312A
3701017,3701086,-,upstream_Rv3313c,upstream_add
3701087,3702184,-,Rv3313c,add
3702184,3703467,-,Rv3314c,deoA
3702185,3702183,-,upstream_Rv3314c,upstream_deoA
3703464,3703865,-,Rv3315c,cdd
3703866,3704101,+,upstream_Rv3316,upstream_sdhC
3704102,3704440,+,Rv3316,sdhC
3704437,3704871,+,Rv3317,sdhD
3704872,3704999,+,upstream_Rv3318,upstream_sdhA
3705000,3706772,+,Rv3318,sdhA
3706772,3707563,+,Rv3319,sdhB
3706773,3706771,+,upstream_Rv3319,upstream_sdhB
3707564,3707641,-,upstream_Rv3320c,upstream_vapC44
3707642,3708070,-,Rv3320c,vapC44
3708071,3708073,-,upstream_Rv3321c,upstream_vapB44
3708074,3708316,-,Rv3321c,vapB44
3708317,3708437,-,upstream_Rv3322c,upstream_Rv3322c
3708438,3709052,-,Rv3322c,Rv3322c
3709049,3709714,-,Rv3323c,moaX
3709715,3710248,-,Rv3324c,moaC3
3709715,3709714,-,upstream_Rv3324c,upstream_moaC3
3710249,3711748,+,upstream_Rv3327,upstream_Rv3327
3711749,3713461,+,Rv3327,Rv3327
3713394,3714332,-,Rv3328c,sigJ
3714333,3714391,+,upstream_Rv3329,upstream_Rv3329
3714392,3715708,+,Rv3329,Rv3329
3715709,3715776,+,upstream_Rv3330,upstream_dacB1
3715777,3716994,+,Rv3330,dacB1
3716995,3717089,+,upstream_Rv3331,upstream_sugI
3717090,3718598,+,Rv3331,sugI
3718595,3719746,+,Rv3332,nagA
3719747,3719936,-,upstream_Rv3333c,upstream_Rv3333c
3719937,3720782,-,Rv3333c,Rv3333c
3720783,3721256,+,upstream_Rv3334,upstream_Rv3334
3721257,3721697,+,Rv3334,Rv3334
3721698,3721730,-,upstream_Rv3335c,upstream_Rv3335c
3721731,3722600,-,Rv3335c,Rv3335c
3722601,3722620,-,upstream_Rv3336c,upstream_trpS
3722621,3723631,-,Rv3336c,trpS
3723632,3724614,-,upstream_Rv3339c,upstream_icd1
3724615,3725844,-,Rv3339c,icd1
3725845,3726126,+,upstream_Rv3340,upstream_metC
3726127,3727476,+,Rv3340,metC
3727477,3727487,+,upstream_Rv3341,upstream_metA
3727488,3728627,+,Rv3341,metA
3728624,3729355,+,Rv3342,Rv3342
3729356,3729363,-,upstream_Rv3343c,upstream_PPE54
3729364,3736935,-,Rv3343c,PPE54
3736936,3736983,-,upstream_Rv3344c,upstream_PE_PGRS49
3736984,3738000,-,Rv3344c,PE_PGRS49
3738001,3738157,-,upstream_Rv3345c,upstream_PE_PGRS50
3738158,3742774,-,Rv3345c,PE_PGRS50
3742775,3743197,-,upstream_Rv3346c,upstream_Rv3346c
3743198,3743455,-,Rv3346c,Rv3346c
3743456,3743710,-,upstream_Rv3347c,upstream_PPE55
3743711,3753184,-,Rv3347c,PPE55
3753185,3753764,+,upstream_Rv3348,upstream_Rv3348
3753765,3754256,+,Rv3348,Rv3348
3754257,3754292,-,upstream_Rv3349c,upstream_Rv3349c
3754293,3755237,-,Rv3349c,Rv3349c
3755238,3755951,-,upstream_Rv3350c,upstream_PPE56
3755952,3767102,-,Rv3350c,PPE56
3767103,3767345,-,upstream_Rv3351c,upstream_Rv3351c
3767346,3768140,-,Rv3351c,Rv3351c
3768141,3768221,-,upstream_Rv3352c,upstream_Rv3352c
3768222,3768593,-,Rv3352c,Rv3352c
3768594,3768735,-,upstream_Rv3353c,upstream_Rv3353c
3768736,3768996,-,Rv3353c,Rv3353c
3768997,3769110,+,upstream_Rv3354,upstream_Rv3354
3769111,3769500,+,Rv3354,Rv3354
3769501,3769513,-,upstream_Rv3355c,upstream_Rv3355c
3769514,3769807,-,Rv3355c,Rv3355c
3769804,3770649,-,Rv3356c,folD
3770650,3770772,+,upstream_Rv3357,upstream_relJ
3770773,3771048,+,Rv3357,relJ
3771045,3771302,+,Rv3358,relK
3771303,3771343,+,upstream_Rv3359,upstream_Rv3359
3771344,3772534,+,Rv3359,Rv3359
3772535,3772650,+,upstream_Rv3360,upstream_Rv3360
3772651,3773019,+,Rv3360,Rv3360
3773016,3773567,-,Rv3361c,Rv3361c
3773568,3773573,-,upstream_Rv3362c,upstream_Rv3362c
3773574,3774155,-,Rv3362c,Rv3362c
3774136,3774504,-,Rv3363c,Rv3363c
3774482,3774874,-,Rv3364c,Rv3364c
3774871,3777501,-,Rv3365c,Rv3365c
3777502,3777736,+,upstream_Rv3366,upstream_spoU
3777737,3778201,+,Rv3366,spoU
3778202,3778567,+,upstream_Rv3367,upstream_PE_PGRS51
3778568,3780334,+,Rv3367,PE_PGRS51
3780335,3780979,-,Rv3368c,Rv3368c
3780335,3780334,-,upstream_Rv3368c,upstream_Rv3368c
3780978,3781412,+,Rv3369,Rv3369
3780980,3780977,+,upstream_Rv3369,upstream_Rv3369
3781413,3781500,-,upstream_Rv3370c,upstream_dnaE2
3781501,3784740,-,Rv3370c,dnaE2
3784741,3784931,+,upstream_Rv3371,upstream_Rv3371
3784932,3786272,+,Rv3371,Rv3371
3786273,3786313,+,upstream_Rv3372,upstream_otsB2
3786314,3787489,+,Rv3372,otsB2
3787490,3787725,+,upstream_Rv3373,upstream_echA18
3787726,3788367,+,Rv3373,echA18
3788368,3788620,+,upstream_Rv3375,upstream_amiD
3788621,3790048,+,Rv3375,amiD
3790049,3790155,+,upstream_Rv3376,upstream_Rv3376
3790156,3790809,+,Rv3376,Rv3376
3790810,3790847,-,upstream_Rv3377c,upstream_Rv3377c
3790848,3792353,-,Rv3377c,Rv3377c
3792354,3792357,-,upstream_Rv3378c,upstream_Rv3378c
3792358,3793248,-,Rv3378c,Rv3378c
3793249,3793256,-,upstream_Rv3379c,upstream_dxs2
3793257,3794867,-,Rv3379c,dxs2
3794868,3796447,-,upstream_Rv3382c,upstream_Rv3382c
3796448,3797437,-,Rv3382c,Rv3382c
3797437,3798489,-,Rv3383c,idsB
3797438,3797436,-,upstream_Rv3383c,upstream_idsB
3798490,3799242,-,upstream_Rv3384c,upstream_vapC46
3799243,3799635,-,Rv3384c,vapC46
3799635,3799943,-,Rv3385c,vapB46
3799636,3799634,-,upstream_Rv3385c,upstream_vapB46
3799944,3800091,+,upstream_Rv3386,upstream_Rv3386
3800092,3800796,+,Rv3386,Rv3386
3800786,3801463,+,Rv3387,Rv3387
3801464,3801652,+,upstream_Rv3388,upstream_PE_PGRS52
3801653,3803848,+,Rv3388,PE_PGRS52
3803849,3803918,-,upstream_Rv3389c,upstream_htdY
3803919,3804791,-,Rv3389c,htdY
3804792,3804864,+,upstream_Rv3390,upstream_lpqD
3804865,3805575,+,Rv3390,lpqD
3805576,3805620,+,upstream_Rv3391,upstream_acrA1
3805621,3807573,+,Rv3391,acrA1
3807574,3807573,-,upstream_Rv3392c,upstream_cmaA1
3807574,3808437,-,Rv3392c,cmaA1
3808438,3808460,+,upstream_Rv3393,upstream_iunH
3808461,3809387,+,Rv3393,iunH
3809388,3809441,-,upstream_Rv3394c,upstream_Rv3394c
3809442,3811025,-,Rv3394c,Rv3394c
3811022,3811636,-,Rv3395c,Rv3395c
3811637,3811718,+,upstream_Rv3395A,upstream_Rv3395A
3811719,3812345,+,Rv3395A,Rv3395A
3812346,3812500,-,upstream_Rv3396c,upstream_guaA
3812501,3814078,-,Rv3396c,guaA
3814079,3814089,-,upstream_Rv3397c,upstream_phyA
3814090,3814998,-,Rv3397c,phyA
3814999,3815026,-,upstream_Rv3398c,upstream_idsA1
3815027,3816106,-,Rv3398c,idsA1
3816107,3816128,+,upstream_Rv3399,upstream_Rv3399
3816129,3817175,+,Rv3399,Rv3399
3817176,3817238,+,upstream_Rv3400,upstream_Rv3400
3817239,3818027,+,Rv3400,Rv3400
3818028,3818041,+,upstream_Rv3401,upstream_Rv3401
3818042,3820402,+,Rv3401,Rv3401
3820403,3820652,-,upstream_Rv3402c,upstream_Rv3402c
3820653,3821891,-,Rv3402c,Rv3402c
3821892,3822261,-,upstream_Rv3403c,upstream_Rv3403c
3822262,3823863,-,Rv3403c,Rv3403c
3823864,3823879,-,upstream_Rv3404c,upstream_Rv3404c
3823880,3824584,-,Rv3404c,Rv3404c
3824585,3824701,-,upstream_Rv3405c,upstream_Rv3405c
3824702,3825268,-,Rv3405c,Rv3405c
3825269,3825329,+,upstream_Rv3406,upstream_Rv3406
3825330,3826217,+,Rv3406,Rv3406
3826218,3826251,+,upstream_Rv3407,upstream_vapB47
3826252,3826551,+,Rv3407,vapB47
3826548,3826958,+,Rv3408,vapC47
3826959,3826990,-,upstream_Rv3409c,upstream_choD
3826991,3828727,-,Rv3409c,choD
3828728,3828782,-,upstream_Rv3410c,upstream_guaB3
3828783,3829910,-,Rv3410c,guaB3
3829911,3829929,-,upstream_Rv3411c,upstream_guaB2
3829930,3831519,-,Rv3411c,guaB2
3831520,3831725,+,upstream_Rv3412,upstream_Rv3412
3831726,3832136,+,Rv3412,Rv3412
3832137,3832145,-,upstream_Rv3413c,upstream_Rv3413c
3832146,3833045,-,Rv3413c,Rv3413c
3833038,3833676,-,Rv3414c,sigD
3833677,3833693,-,upstream_Rv3415c,upstream_Rv3415c
3833694,3834521,-,Rv3415c,Rv3415c
3834522,3834891,+,upstream_Rv3416,upstream_whiB3
3834892,3835200,+,Rv3416,whiB3
3835201,3835271,-,upstream_Rv3417c,upstream_groEL1
3835272,3836891,-,Rv3417c,groEL1
3836892,3836985,-,upstream_Rv3418c,upstream_groES
3836986,3837288,-,Rv3418c,groES
3837289,3837554,-,upstream_Rv3419c,upstream_gcp
3837555,3838589,-,Rv3419c,gcp
3838586,3839062,-,Rv3420c,rimI
3839059,3839694,-,Rv3421c,Rv3421c
3839691,3840197,-,Rv3422c,Rv3422c
3840194,3841420,-,Rv3423c,alr
3841421,3841713,-,upstream_Rv3424c,upstream_Rv3424c
3841714,3842076,-,Rv3424c,Rv3424c
3842077,3842238,+,upstream_Rv3425,upstream_PPE57
3842239,3842769,+,Rv3425,PPE57
3842770,3843035,+,upstream_Rv3426,upstream_PPE58
3843036,3843734,+,Rv3426,PPE58
3843735,3843884,-,upstream_Rv3427c,upstream_Rv3427c
3843885,3844640,-,Rv3427c,Rv3427c
3844641,3844737,-,upstream_Rv3428c,upstream_Rv3428c
3844738,3845970,-,Rv3428c,Rv3428c
3845971,3847164,+,upstream_Rv3429,upstream_PPE59
3847165,3847701,+,Rv3429,PPE59
3847642,3848805,-,Rv3430c,Rv3430c
3848806,3848843,-,upstream_Rv3430a,upstream_Rv3430a
3848844,3848999,-,Rv3430a,Rv3430a
3849000,3850371,-,upstream_Rv3432c,upstream_gadB
3850372,3851754,-,Rv3432c,gadB
3851755,3851791,-,upstream_Rv3433c,upstream_Rv3433c
3851792,3853213,-,Rv3433c,Rv3433c
3853214,3853214,-,upstream_Rv3434c,upstream_Rv3434c
3853215,3853928,-,Rv3434c,Rv3434c
3853929,3853938,-,upstream_Rv3435c,upstream_Rv3435c
3853939,3854793,-,Rv3435c,Rv3435c
3854794,3855014,-,upstream_Rv3436c,upstream_glmS
3855015,3856889,-,Rv3436c,glmS
3856890,3856910,+,upstream_Rv3437,upstream_Rv3437
3856911,3857387,+,Rv3437,Rv3437
3857388,3857396,+,upstream_Rv3438,upstream_Rv3438
3857397,3858239,+,Rv3438,Rv3438
3858240,3858258,-,upstream_Rv3439c,upstream_Rv3439c
3858259,3859662,-,Rv3439c,Rv3439c
3859663,3859664,-,upstream_Rv3440c,upstream_Rv3440c
3859665,3859976,-,Rv3440c,Rv3440c
3859977,3860023,-,upstream_Rv3441c,upstream_mrsA
3860024,3861370,-,Rv3441c,mrsA
3861371,3861494,-,upstream_Rv3442c,upstream_rpsI
3861495,3861950,-,Rv3442c,rpsI
3861947,3862390,-,Rv3443c,rplM
3862391,3862623,-,upstream_Rv3444c,upstream_esxT
3862624,3862926,-,Rv3444c,esxT
3862927,3862946,-,upstream_Rv3445c,upstream_esxU
3862947,3863264,-,Rv3445c,esxU
3863265,3863316,-,upstream_Rv3446c,upstream_Rv3446c
3863317,3864531,-,Rv3446c,Rv3446c
3864528,3868238,-,Rv3447c,eccC4
3868239,3868351,+,upstream_Rv3448,upstream_eccD4
3868352,3869755,+,Rv3448,eccD4
3869752,3871119,+,Rv3449,mycP4
3871084,3872496,-,Rv3450c,eccB4
3872497,3872616,+,upstream_Rv3451,upstream_cut3
3872617,3873405,+,Rv3451,cut3
3873406,3873451,+,upstream_Rv3452,upstream_cut4
3873452,3874132,+,Rv3452,cut4
3874133,3876051,-,upstream_Rv3455c,upstream_truA
3876052,3876822,-,Rv3455c,truA
3876823,3876889,-,upstream_Rv3456c,upstream_rplQ
3876890,3877432,-,Rv3456c,rplQ
3877433,3877463,-,upstream_Rv3457c,upstream_rpoA
3877464,3878507,-,Rv3457c,rpoA
3878508,3878658,-,upstream_Rv3458c,upstream_rpsD
3878659,3879264,-,Rv3458c,rpsD
3879265,3879272,-,upstream_Rv3459c,upstream_rpsK
3879273,3879692,-,Rv3459c,rpsK
3879693,3879695,-,upstream_Rv3460c,upstream_rpsM
3879696,3880070,-,Rv3460c,rpsM
3880071,3880285,-,upstream_Rv3461c,upstream_rpmJ
3880286,3880399,-,Rv3461c,rpmJ
3880400,3880431,-,upstream_Rv3462c,upstream_infA
3880432,3880653,-,Rv3462c,infA
3880654,3880906,+,upstream_Rv3463,upstream_Rv3463
3880907,3881764,+,Rv3463,Rv3463
3881765,3881836,+,upstream_Rv3464,upstream_rmlB
3881837,3882832,+,Rv3464,rmlB
3882833,3882833,+,upstream_Rv3465,upstream_rmlC
3882834,3883442,+,Rv3465,rmlC
3883443,3883524,+,upstream_Rv3466,upstream_Rv3466
3883525,3884193,+,Rv3466,Rv3466
3883964,3884917,+,Rv3467,Rv3467
3884918,3884974,-,upstream_Rv3468c,upstream_Rv3468c
3884975,3886069,-,Rv3468c,Rv3468c
3886070,3886072,-,upstream_Rv3469c,upstream_mhpE
3886073,3887083,-,Rv3469c,mhpE
3887084,3887143,-,upstream_Rv3470c,upstream_ilvB2
3887144,3888802,-,Rv3470c,ilvB2
3888803,3888807,-,upstream_Rv3471c,upstream_Rv3471c
3888808,3889341,-,Rv3471c,Rv3471c
3889342,3889361,+,upstream_Rv3472,upstream_Rv3472
3889362,3889868,+,Rv3472,Rv3472
3889869,3889947,-,upstream_Rv3473c,upstream_bpoA
3889948,3890733,-,Rv3473c,bpoA
3890734,3892370,-,upstream_Rv3476c,upstream_kgtP
3892371,3893720,-,Rv3476c,kgtP
3893721,3894092,+,upstream_Rv3477,upstream_PE31
3894093,3894389,+,Rv3477,PE31
3894390,3894425,+,upstream_Rv3478,upstream_PPE60
3894426,3895607,+,Rv3478,PPE60
3895608,3895819,+,upstream_Rv3479,upstream_Rv3479
3895820,3898885,+,Rv3479,Rv3479
3898886,3898908,-,upstream_Rv3480c,upstream_Rv3480c
3898909,3900402,-,Rv3480c,Rv3480c
3900403,3900492,-,upstream_Rv3481c,upstream_Rv3481c
3900493,3901182,-,Rv3481c,Rv3481c
3901183,3901323,-,upstream_Rv3482c,upstream_Rv3482c
3901324,3902106,-,Rv3482c,Rv3482c
3902107,3902149,-,upstream_Rv3483c,upstream_Rv3483c
3902150,3902812,-,Rv3483c,Rv3483c
3902813,3903077,+,upstream_Rv3484,upstream_Rv3484
3903078,3904616,+,Rv3484,Rv3484
3904617,3904621,-,upstream_Rv3485c,upstream_Rv3485c
3904622,3905566,-,Rv3485c,Rv3485c
3905567,3905771,+,upstream_Rv3486,upstream_Rv3486
3905772,3906221,+,Rv3486,Rv3486
3906174,3907007,-,Rv3487c,lipF
3907008,3907666,+,upstream_Rv3488,upstream_Rv3488
3907667,3907990,+,Rv3488,Rv3488
3907991,3908071,+,upstream_Rv3489,upstream_Rv3489
3908072,3908236,+,Rv3489,Rv3489
3908236,3909738,+,Rv3490,otsA
3908237,3908235,+,upstream_Rv3490,upstream_otsA
3909739,3909889,+,upstream_Rv3491,upstream_Rv3491
3909890,3910468,+,Rv3491,Rv3491
3910465,3910947,-,Rv3492c,Rv3492c
3910947,3911675,-,Rv3493c,Rv3493c
3910948,3910946,-,upstream_Rv3493c,upstream_Rv3493c
3911675,3913369,-,Rv3494c,mce4F
3911676,3911674,-,upstream_Rv3494c,upstream_mce4F
3913370,3913379,-,upstream_Rv3495c,upstream_lprN
3913380,3914534,-,Rv3495c,lprN
3914531,3915886,-,Rv3496c,mce4D
3915883,3916956,-,Rv3497c,mce4C
3916946,3917998,-,Rv3498c,mce4B
3917998,3919200,-,Rv3499c,mce4A
3917999,3917997,-,upstream_Rv3499c,upstream_mce4A
3919201,3919219,-,upstream_Rv3500c,upstream_yrbE4B
3919220,3920062,-,Rv3500c,yrbE4B
3920063,3920096,-,upstream_Rv3501c,upstream_yrbE4A
3920097,3920861,-,Rv3501c,yrbE4A
3920862,3921086,-,upstream_Rv3502c,upstream_Rv3502c
3921087,3922040,-,Rv3502c,Rv3502c
3922041,3922064,-,upstream_Rv3503c,upstream_fdxD
3922065,3922256,-,Rv3503c,fdxD
3922257,3922470,+,upstream_Rv3504,upstream_fadE26
3922471,3923673,+,Rv3504,fadE26
3923674,3923697,+,upstream_Rv3505,upstream_fadE27
3923698,3924819,+,Rv3505,fadE27
3924820,3924889,+,upstream_Rv3506,upstream_fadD17
3924890,3926398,+,Rv3506,fadD17
3926399,3926568,+,upstream_Rv3507,upstream_PE_PGRS53
3926569,3930714,+,Rv3507,PE_PGRS53
3930715,3931004,+,upstream_Rv3508,upstream_PE_PGRS54
3931005,3936710,+,Rv3508,PE_PGRS54
3936711,3936876,-,upstream_Rv3509c,upstream_ilvX
3936877,3938424,-,Rv3509c,ilvX
3938421,3939257,-,Rv3510c,Rv3510c
3939258,3939616,+,upstream_Rv3511,upstream_PE_PGRS55
3939617,3941761,+,Rv3511,PE_PGRS55
3941762,3943811,+,upstream_Rv3512,upstream_PE_PGRS56
3943812,3944963,+,Rv3512,PE_PGRS56
3944964,3945091,-,upstream_Rv3513c,upstream_fadD18
3945092,3945748,-,Rv3513c,fadD18
3945749,3945793,+,upstream_Rv3514,upstream_PE_PGRS57
3945794,3950263,+,Rv3514,PE_PGRS57
3950264,3950823,-,upstream_Rv3515c,upstream_fadD19
3950824,3952470,-,Rv3515c,fadD19
3952471,3952543,+,upstream_Rv3516,upstream_echA19
3952544,3953335,+,Rv3516,echA19
3953336,3953430,+,upstream_Rv3517,upstream_Rv3517
3953431,3954270,+,Rv3517,Rv3517
3954271,3954324,-,upstream_Rv3518c,upstream_cyp142
3954325,3955521,-,Rv3518c,cyp142
3955522,3955549,+,upstream_Rv3519,upstream_Rv3519
3955550,3956260,+,Rv3519,Rv3519
3956261,3956324,-,upstream_Rv3520c,upstream_Rv3520c
3956325,3957368,-,Rv3520c,Rv3520c
3957369,3957520,+,upstream_Rv3521,upstream_Rv3521
3957521,3958432,+,Rv3521,Rv3521
3958433,3958447,+,upstream_Rv3522,upstream_ltp4
3958448,3959512,+,Rv3522,ltp4
3959513,3959528,+,upstream_Rv3523,upstream_ltp3
3959529,3960713,+,Rv3523,ltp3
3960714,3960754,+,upstream_Rv3524,upstream_Rv3524
3960755,3961786,+,Rv3524,Rv3524
3961787,3961799,-,upstream_Rv3525c,upstream_Rv3525c
3961800,3962324,-,Rv3525c,Rv3525c
3962325,3962438,+,upstream_Rv3526,upstream_kshA
3962439,3963599,+,Rv3526,kshA
3963600,3963604,+,upstream_Rv3527,upstream_Rv3527
3963605,3964054,+,Rv3527,Rv3527
3964055,3964478,-,upstream_Rv3528c,upstream_Rv3528c
3964479,3965192,-,Rv3528c,Rv3528c
3965193,3965883,-,upstream_Rv3529c,upstream_Rv3529c
3965884,3967038,-,Rv3529c,Rv3529c
3967038,3967820,-,Rv3530c,Rv3530c
3967039,3967037,-,upstream_Rv3530c,upstream_Rv3530c
3967817,3968944,-,Rv3531c,Rv3531c
3968945,3969342,+,upstream_Rv3532,upstream_PPE61
3969343,3970563,+,Rv3532,PPE61
3970564,3970704,-,upstream_Rv3533c,upstream_PPE62
3970705,3972453,-,Rv3533c,PPE62
3972454,3972551,-,upstream_Rv3534c,upstream_hsaF
3972552,3973592,-,Rv3534c,hsaF
3973589,3974500,-,Rv3535c,hsaG
3974501,3974510,-,upstream_Rv3536c,upstream_hsaE
3974511,3975296,-,Rv3536c,hsaE
3975297,3975368,+,upstream_Rv3537,upstream_kstD
3975369,3977060,+,Rv3537,kstD
3977061,3977061,+,upstream_Rv3538,upstream_Rv3538
3977062,3977922,+,Rv3538,Rv3538
3977923,3978058,+,upstream_Rv3539,upstream_PPE63
3978059,3979498,+,Rv3539,PPE63
3979499,3980659,-,Rv3540c,ltp2
3979499,3979498,-,upstream_Rv3540c,upstream_ltp2
3980659,3981048,-,Rv3541c,Rv3541c
3980660,3980658,-,upstream_Rv3541c,upstream_Rv3541c
3981045,3981980,-,Rv3542c,Rv3542c
3981977,3983140,-,Rv3543c,fadE29
3983125,3984144,-,Rv3544c,fadE28
3984144,3985445,-,Rv3545c,cyp125
3984145,3984143,-,upstream_Rv3545c,upstream_cyp125
3985446,3985556,+,upstream_Rv3546,upstream_fadA5
3985557,3986732,+,Rv3546,fadA5
3986733,3986843,+,upstream_Rv3547,upstream_ddn
3986844,3987299,+,Rv3547,ddn
3987300,3987381,-,upstream_Rv3548c,upstream_Rv3548c
3987382,3988296,-,Rv3548c,Rv3548c
3988297,3988318,-,upstream_Rv3549c,upstream_Rv3549c
3988319,3989098,-,Rv3549c,Rv3549c
3989099,3989152,+,upstream_Rv3550,upstream_echA20
3989153,3989896,+,Rv3550,echA20
3989896,3990774,+,Rv3551,Rv3551
3989897,3989895,+,upstream_Rv3551,upstream_Rv3551
3990771,3991523,+,Rv3552,Rv3552
3991524,3991620,+,upstream_Rv3553,upstream_Rv3553
3991621,3992688,+,Rv3553,Rv3553
3992685,3994742,+,Rv3554,fdxB
3994743,3994829,-,upstream_Rv3555c,upstream_Rv3555c
3994830,3995699,-,Rv3555c,Rv3555c
3995700,3995803,-,upstream_Rv3556c,upstream_fadA6
3995804,3996964,-,Rv3556c,fadA6
3996965,3997028,-,upstream_Rv3557c,upstream_Rv3557c
3997029,3997631,-,Rv3557c,Rv3557c
3997632,3997979,+,upstream_Rv3558,upstream_PPE64
3997980,3999638,+,Rv3558,PPE64
3999639,3999646,-,upstream_Rv3559c,upstream_Rv3559c
3999647,4000435,-,Rv3559c,Rv3559c
4000432,4001589,-,Rv3560c,fadE30
4001590,4001636,+,upstream_Rv3561,upstream_fadD3
4001637,4003160,+,Rv3561,fadD3
4003161,4003160,+,upstream_Rv3562,upstream_fadE31
4003161,4004294,+,Rv3562,fadE31
4004291,4005250,+,Rv3563,fadE32
4005247,4006203,+,Rv3564,fadE33
4006200,4007366,+,Rv3565,aspB
4007331,4008182,-,Rv3566c,nat
4008167,4008433,-,Rv3566A,Rv3566A
4008434,4008718,-,upstream_Rv3567c,upstream_hsaB
4008719,4009282,-,Rv3567c,hsaB
4009283,4009296,-,upstream_Rv3568c,upstream_hsaC
4009297,4010199,-,Rv3568c,hsaC
4010196,4011071,-,Rv3569c,hsaD
4011072,4011085,-,upstream_Rv3570c,upstream_hsaA
4011086,4012270,-,Rv3570c,hsaA
4012271,4012416,+,upstream_Rv3571,upstream_kshB
4012417,4013493,+,Rv3571,kshB
4013494,4013510,+,upstream_Rv3572,upstream_Rv3572
4013511,4014041,+,Rv3572,Rv3572
4014042,4014076,-,upstream_Rv3573c,upstream_fadE34
4014077,4016212,-,Rv3573c,fadE34
4016213,4016483,+,upstream_Rv3574,upstream_kstR
4016484,4017083,+,Rv3574,kstR
4017084,4017088,-,upstream_Rv3575c,upstream_Rv3575c
4017089,4018168,-,Rv3575c,Rv3575c
4018169,4018357,+,upstream_Rv3576,upstream_lppH
4018358,4019071,+,Rv3576,lppH
4019072,4019261,+,upstream_Rv3577,upstream_Rv3577
4019262,4020128,+,Rv3577,Rv3577
4020129,4020141,+,upstream_Rv3578,upstream_arsB2
4020142,4021383,+,Rv3578,arsB2
4021384,4021424,-,upstream_Rv3579c,upstream_Rv3579c
4021425,4022393,-,Rv3579c,Rv3579c
4022394,4023803,-,Rv3580c,cysS1
4022394,4022393,-,upstream_Rv3580c,upstream_cysS1
4023804,4023867,-,upstream_Rv3581c,upstream_ispF
4023868,4024347,-,Rv3581c,ispF
4024344,4025039,-,Rv3582c,ispD
4025040,4025055,-,upstream_Rv3583c,upstream_Rv3583c
4025056,4025544,-,Rv3583c,Rv3583c
4025545,4025829,+,upstream_Rv3584,upstream_lpqE
4025830,4026378,+,Rv3584,lpqE
4026379,4026443,+,upstream_Rv3585,upstream_radA
4026444,4027886,+,Rv3585,radA
4027887,4027890,+,upstream_Rv3586,upstream_Rv3586
4027891,4028967,+,Rv3586,Rv3586
4028968,4029762,-,Rv3587c,Rv3587c
4028968,4028967,-,upstream_Rv3587c,upstream_Rv3587c
